record_id,source,title,snippet,link,thumbnail,video_link,snippet_highlighted_words,displayed_link,title_snippet,likes,comments,author,link_to_author,post_id
88,TikTok · ShyKnock,Faker vs G2: Epic Showdown in League of Legends,"3457 Likes, 48 Comments. TikTok video from ShyKnock (@shyknocklol): “Relive the epic 2019 Faker vs G2 match in League of Legends.",https://www.tiktok.com/@shyknocklol/video/6986796553558052102,https://serpapi.com/searches/69188609ccb1e9073aa009ec/images/49053f11c2fa878b7277cafeb9db96806bd9f35f6dacee48c911036b947fc07b.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcRJ7QU_AcIwj60H0udm3TZAanT135xL27SMJQ,,33.7K+ views · 4 years ago,"Faker vs G2: Epic Showdown in League of Legends 3457 Likes, 48 Comments. TikTok video from ShyKnock (@shyknocklol): “Relive the epic 2019 Faker vs G2 match in League of Legends.",3457,48,shyknocklol,https://www.tiktok.com/@shyknocklol,6986796553558052102
89,TikTok · ShyKnock,Debating the Hall of Legends Eligibility for Faker,Explore the controversy over whether the Hall of Legends should wait for another Faker candidate. Join the discussion now! #leagueoflegends # ...,https://www.tiktok.com/@shyknocklol/video/7494051316558253355,https://serpapi.com/searches/69188609ccb1e9073aa009ec/images/49053f11c2fa878b7277cafeb9db968012d966fd641438364db16ee981424321.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcS7D8EE929ljjRC1NmWva5PSLJqOvi5UKx-Gw,,11.6K+ views · 7 months ago,Debating the Hall of Legends Eligibility for Faker Explore the controversy over whether the Hall of Legends should wait for another Faker candidate. Join the discussion now! #leagueoflegends # ...,,,shyknocklol,https://www.tiktok.com/@shyknocklol,7494051316558253355
90,TikTok · theScore esports,League of Legends Worlds 2025: Solo Queue Highlights,Dive into the solo queue mode at Worlds 2025 with exciting gameplay from T1 and Faker. Don't miss out! #leagueoflegends #worlds2025 #T1 #esports ...,https://www.tiktok.com/@thescoreesports/video/7570097508710485255,https://serpapi.com/searches/69188609ccb1e9073aa009ec/images/49053f11c2fa878b7277cafeb9db968069a0df695b8a8c853eddffe1852b8129.jpeg,,,839.2K+ views · 6 days ago,League of Legends Worlds 2025: Solo Queue Highlights Dive into the solo queue mode at Worlds 2025 with exciting gameplay from T1 and Faker. Don't miss out! #leagueoflegends #worlds2025 #T1 #esports ...,,,thescoreesports,https://www.tiktok.com/@thescoreesports,7570097508710485255
91,TikTok · PROTIER,Faker is as loyal as they come 🙌 #leagueoflegends ...,"21.4K Likes, 143 Comments. TikTok video from PROTIER (@protier): “Faker is as loyal as they come #leagueoflegends #leaguetiktok #leaguetok ...",https://www.tiktok.com/@protier/video/7036490267528269102,https://serpapi.com/searches/69188609ccb1e9073aa009ec/images/49053f11c2fa878b7277cafeb9db968045a3eae3013c0477a82090bf732f6b03.jpeg,,,250.7K+ views · 3 years ago,"Faker is as loyal as they come 🙌 #leagueoflegends ... 21.4K Likes, 143 Comments. TikTok video from PROTIER (@protier): “Faker is as loyal as they come #leagueoflegends #leaguetiktok #leaguetok ...",21.4K,143,protier,https://www.tiktok.com/@protier,7036490267528269102
93,TikTok · quante,I FOUND FAKER IN KOREAN CHALLENGER ...,"좋아요 40.9K개,댓글 307개.quante (@quantelol) 님의 TikTok (틱톡) 동영상: ""I FOUND FAKER IN KOREAN CHALLENGER? #leagueoflegends #leaguetiktok ...",https://www.tiktok.com/@quantelol/video/7492036180725239070,https://serpapi.com/searches/69188609ccb1e9073aa009ec/images/49053f11c2fa878b7277cafeb9db96801f1605f1537a2e1cb2b536f87b6425bf.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcTW1k8y6CKFh-qW74bPhWnyWtqhhIpkTUcw7Q,,786.9K+ views · 7 months ago,"I FOUND FAKER IN KOREAN CHALLENGER ... 좋아요 40.9K개,댓글 307개.quante (@quantelol) 님의 TikTok (틱톡) 동영상: ""I FOUND FAKER IN KOREAN CHALLENGER? #leagueoflegends #leaguetiktok ...",,,quantelol,https://www.tiktok.com/@quantelol,7492036180725239070
94,TikTok · DoniKong,Zaahen Vs Atroxx ☃️ @Handles JAAAY #fyp #league # ...,"10.3K Likes, 263 Comments. TikTok video from DoniKong (@doniikong): “Zaahen Vs Atroxx ☃️ @Handles JAAAY #fyp #league #leaguetiktok #faker ...",https://www.tiktok.com/@doniikong/video/7571652240553954591,,,faker,278.5K+ views · 3 days ago,"Zaahen Vs Atroxx ☃️ @Handles JAAAY #fyp #league # ... 10.3K Likes, 263 Comments. TikTok video from DoniKong (@doniikong): “Zaahen Vs Atroxx ☃️ @Handles JAAAY #fyp #league #leaguetiktok #faker ...",10.3K,263,doniikong,https://www.tiktok.com/@doniikong,7571652240553954591
95,TikTok · LoL Esports,T1 vs KT: Worlds 2025 Grand Final Showdown,Lol League of Legends Ai · Yung Faker. T1 vs KT: Worlds 2025 Grand Final Showdown. Watch the epic clash as T1 takes on KT in the Worlds ...,https://www.tiktok.com/@lolesports/video/7570641704651410702,https://serpapi.com/searches/69188609ccb1e9073aa009ec/images/49053f11c2fa878b7277cafeb9db9680c322c9f6bb92967dadc8450143498f2d.jpeg,,,1.7M+ views · 6 days ago,T1 vs KT: Worlds 2025 Grand Final Showdown Lol League of Legends Ai · Yung Faker. T1 vs KT: Worlds 2025 Grand Final Showdown. Watch the epic clash as T1 takes on KT in the Worlds ...,,,lolesports,https://www.tiktok.com/@lolesports,7570641704651410702
96,TikTok · LEC,LEC Pop Quiz: Everyone Lost to Faker in Gaming,Did you know that *everyone* seems to have a story about losing to the legendary Faker in League of Legends?! A recent LEC Pop Quiz delved ...,https://www.tiktok.com/@lec/video/7328453562814582049,https://serpapi.com/searches/69188609ccb1e9073aa009ec/images/49053f11c2fa878b7277cafeb9db9680477bede9f3193327236609a83c063541.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcSYPhS7UzRGFrCWGU-PYvKM5yT8o-IwrY6qBg,,110.4K+ views · 1 year ago,LEC Pop Quiz: Everyone Lost to Faker in Gaming Did you know that *everyone* seems to have a story about losing to the legendary Faker in League of Legends?! A recent LEC Pop Quiz delved ...,,,lec,https://www.tiktok.com/@lec,7328453562814582049
97,TikTok · BLV Bún Chả 🇻🇳,GOAT FAKER 🏆🏆🏆🏆🏆🏆 #blvbuncha #faker #t1 #lmht #edit ...,"80.6K Lượt thích,736 Bình luận.Video TikTok từ BLV Bún Chả (@blvbuncha11): ""GOAT FAKER #blvbuncha #faker #t1 #lmht #edit"".faker.",https://www.tiktok.com/@blvbuncha11/video/7570865823611456775,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUPzeVn9vCY2La1CSjqpLOXkFWAWyaP6uXicE4OISDf7SKNBngS998Yw&s,,,1M+ views · 5 days ago,"GOAT FAKER 🏆🏆🏆🏆🏆🏆 #blvbuncha #faker #t1 #lmht #edit ... 80.6K Lượt thích,736 Bình luận.Video TikTok từ BLV Bún Chả (@blvbuncha11): ""GOAT FAKER #blvbuncha #faker #t1 #lmht #edit"".faker.",,,blvbuncha11,https://www.tiktok.com/@blvbuncha11,7570865823611456775
98,TikTok · max_pax,El mejor de Faker en League of Legends,"6257 curtidas,Vídeo do TikTok de max_pax (@max_pax): ""Descubre los momentos más destacados de Faker en League of Legends.",https://www.tiktok.com/@max_pax/video/7572182646101380353,https://serpapi.com/searches/6918860cfdfbabac2658c310/images/26e2af05915575035505416c1ac85a43aa95ec319dea96dd02b81b8ffca2f2c7.jpeg,,,423.2K+ views · 2 days ago,"El mejor de Faker en League of Legends 6257 curtidas,Vídeo do TikTok de max_pax (@max_pax): ""Descubre los momentos más destacados de Faker en League of Legends.",,,max_pax,https://www.tiktok.com/@max_pax,7572182646101380353
101,TikTok · LoL Esports,T1 vs KT: ONE(R) AND ONLY Locked in for Scary Match,"... Faker, who stepped up. On a high-damage, controlling mage, he ... ""Mic check T1 vs KT"" Faker : Lên đi, có a đây. Doran : E lỗi rồi a cơ ...",https://www.tiktok.com/@lolesports/video/7570673892688235789,https://serpapi.com/searches/6918860cfdfbabac2658c310/images/26e2af05915575035505416c1ac85a4325a9b2ed69099efae6f37b0bc45cec69.jpeg,,,359.7K+ views · 4 days ago,"T1 vs KT: ONE(R) AND ONLY Locked in for Scary Match ... Faker, who stepped up. On a high-damage, controlling mage, he ... ""Mic check T1 vs KT"" Faker : Lên đi, có a đây. Doran : E lỗi rồi a cơ ...",,,lolesports,https://www.tiktok.com/@lolesports,7570673892688235789
102,TikTok · LPL,T1 Se Consagra Campeón Mundial 2025,"#Worlds2025 #T1Champion. Keywords: T1 campeón mundial 2025, reacciones T1 Worlds 2025, Faker en Worlds 2025, T1 vs KT game 5, final Worlds 2025, ...",https://www.tiktok.com/@lpl_official/video/7570701319456050487,https://serpapi.com/searches/6918860cfdfbabac2658c310/images/26e2af05915575035505416c1ac85a432f85ac000c2cebcca97120c781c9d6fe.jpeg,,,2.9M+ views · 6 days ago,"T1 Se Consagra Campeón Mundial 2025 #Worlds2025 #T1Champion. Keywords: T1 campeón mundial 2025, reacciones T1 Worlds 2025, Faker en Worlds 2025, T1 vs KT game 5, final Worlds 2025, ...",,,lpl_official,https://www.tiktok.com/@lpl_official,7570701319456050487
103,TikTok · Anyma,Anyma - League of Legends Worlds Highlights and Edits,"Faker, en esta jugada, hace una de las entradas. más loquísimas con Acid que yo haya visto. Lo interesante de esta Play. es la toma de ...",https://www.tiktok.com/@anyma/video/7571546125644205334,https://serpapi.com/searches/6918860cfdfbabac2658c310/images/26e2af05915575035505416c1ac85a43aeb9aee1d9711fb06b49462aa928da85.jpeg,,,53.1K+ views · 3 days ago,"Anyma - League of Legends Worlds Highlights and Edits Faker, en esta jugada, hace una de las entradas. más loquísimas con Acid que yo haya visto. Lo interesante de esta Play. es la toma de ...",,,anyma,https://www.tiktok.com/@anyma,7571546125644205334
105,TikTok · LFL Officiel,"LFL Officiel - Faker, le champion de League of Legends 2025","50.8K j'aime,252 commentaires.Vidéo TikTok de LFL Officiel (@lflofficiel) : « Découvrez comment Faker a remporté le championnat League of ...",https://www.tiktok.com/@lflofficiel/video/7571026364472495382,https://serpapi.com/searches/6918860cfdfbabac2658c310/images/26e2af05915575035505416c1ac85a43e73e5c0853c52b35fc44f00106bf7ce1.jpeg,,,637.1K+ views · 5 days ago,"LFL Officiel - Faker, le champion de League of Legends 2025 50.8K j'aime,252 commentaires.Vidéo TikTok de LFL Officiel (@lflofficiel) : « Découvrez comment Faker a remporté le championnat League of ...",,,lflofficiel,https://www.tiktok.com/@lflofficiel,7571026364472495382
106,TikTok · LoL Esports,T1 vs KT: Grand Final Highlights of Worlds 2025,original sound - RevivaLTV · Lol Champions · Faker Edits Lol · Faker · Lol Wut · Apa Arti Faker. 26.1KLikes. 681Comments. 473Shares. Transcript.,https://www.tiktok.com/@lolesports/video/7570683580393868557,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlQZrAflE7It4fVfELArXIQ0WXoNQXsyEFTRkPPKY6gLDC&s,,,747.8K+ views · 6 days ago,T1 vs KT: Grand Final Highlights of Worlds 2025 original sound - RevivaLTV · Lol Champions · Faker Edits Lol · Faker · Lol Wut · Apa Arti Faker. 26.1KLikes. 681Comments. 473Shares. Transcript.,,,lolesports,https://www.tiktok.com/@lolesports,7570683580393868557
107,TikTok · LoL Esports,¡Campeones Mundiales de League of Legends! - LoL Esports,"when faker was on his prime he won worlds 3 times, now that Chovy is on his prime faker won worlds 3 times again. 5d agoReply. 19.9K. View ...",https://www.tiktok.com/@lolesports/video/7570702005761477901,https://serpapi.com/searches/69188611ac17659decefbdb2/images/037b76079afb9a754e02e644db770a4060d12d7c4b1a960c4241cfcb1ac043a6.jpeg,,,3.7M+ views · 6 days ago,"¡Campeones Mundiales de League of Legends! - LoL Esports when faker was on his prime he won worlds 3 times, now that Chovy is on his prime faker won worlds 3 times again. 5d agoReply. 19.9K. View ...",,,lolesports,https://www.tiktok.com/@lolesports,7570702005761477901
108,TikTok · LoL Esports,LoL Esports - Guma Supera a Faker en League of Legends,"120.9K Likes, 452 Comments. TikTok video from LoL Esports (@lolesports): “Descubre cómo Guma brilla más que Faker en League of Legends.",https://www.tiktok.com/@lolesports/video/7570269563514932494,https://serpapi.com/searches/69188611ac17659decefbdb2/images/037b76079afb9a754e02e644db770a40e6df45b68e0ff4fde0fa5ab46774038b.jpeg,,,4.6M+ views · 1 week ago,"LoL Esports - Guma Supera a Faker en League of Legends 120.9K Likes, 452 Comments. TikTok video from LoL Esports (@lolesports): “Descubre cómo Guma brilla más que Faker en League of Legends.",120.9K,452,lolesports,https://www.tiktok.com/@lolesports,7570269563514932494
109,TikTok · Jonni,T1 Campeón: La Maestría de Faker en League of Legends,"42.3K me gusta,116 comentarios.Video de TikTok de Jonni (@jonnijuro): “Descubre las impresionantes jugadas de Faker en League of Legends con ...",https://www.tiktok.com/@jonnijuro/video/7571950028286102804,https://serpapi.com/searches/69188611ac17659decefbdb2/images/037b76079afb9a754e02e644db770a40cd0fca2b425ee7ca2266ff6e8c6d30db.jpeg,,,347.6K+ views · 2 days ago,"T1 Campeón: La Maestría de Faker en League of Legends 42.3K me gusta,116 comentarios.Video de TikTok de Jonni (@jonnijuro): “Descubre las impresionantes jugadas de Faker en League of Legends con ...",,,jonnijuro,https://www.tiktok.com/@jonnijuro,7571950028286102804
111,TikTok · Dunia Games,Kecepatan Tangan Faker dalam League of Legends,"64.1K Likes, 363 Comments. TikTok video from Dunia Games (@duniagames.co.id): “Saksikan momen gameplay terbaik Faker dan Gumayusi dalam ...",https://www.tiktok.com/@duniagames.co.id/video/7571373406885530888,https://serpapi.com/searches/69188611ac17659decefbdb2/images/037b76079afb9a754e02e644db770a40618c65a1173f2654e4ff88e1f31be915.jpeg,,,1M+ views · 4 days ago,"Kecepatan Tangan Faker dalam League of Legends 64.1K Likes, 363 Comments. TikTok video from Dunia Games (@duniagames.co.id): “Saksikan momen gameplay terbaik Faker dan Gumayusi dalam ...",64.1K,363,duniagames.co.id,https://www.tiktok.com/@duniagames.co.id,7571373406885530888
112,TikTok · Mack,Razones por las que T1 ganó el Mundial de LoL,Descubre las razones detrás de la victoria de T1 en el Mundial. Momentos clave y humor sobre Faker. ¡Mira el resumen! #t1 #Faker #mundiallol.,https://www.tiktok.com/@macksk/video/7571534807411248396,https://serpapi.com/searches/69188611ac17659decefbdb2/images/037b76079afb9a754e02e644db770a405a0ce56432d65eafd84fb8fabe36dd96.jpeg,,,325.7K+ views · 3 days ago,Razones por las que T1 ganó el Mundial de LoL Descubre las razones detrás de la victoria de T1 en el Mundial. Momentos clave y humor sobre Faker. ¡Mira el resumen! #t1 #Faker #mundiallol.,,,macksk,https://www.tiktok.com/@macksk,7571534807411248396
113,TikTok · VTVcab eSports,Faker và Wolf trong thế giới esports,"18.1K Lượt thích,48 Bình luận.Video TikTok từ VTVcab eSports (@vtvcab.esports.onlive): ""Khám phá mối quan hệ giữa Faker và Wolf trong ...",https://www.tiktok.com/@vtvcab.esports.onlive/video/7571779076650749185,https://serpapi.com/searches/69188611ac17659decefbdb2/images/037b76079afb9a754e02e644db770a4048b5988b09875c1a24d126345dc58d3c.jpeg,,,344.8K+ views · 3 days ago,"Faker và Wolf trong thế giới esports 18.1K Lượt thích,48 Bình luận.Video TikTok từ VTVcab eSports (@vtvcab.esports.onlive): ""Khám phá mối quan hệ giữa Faker và Wolf trong ...",,,vtvcab.esports.onlive,https://www.tiktok.com/@vtvcab.esports.onlive,7571779076650749185
114,TikTok · ✖️ Caprimint ✖️,Storytime de mi foto con Faker 🫶🏻 #leagueoflegends ...,"13.5K me gusta,113 comentarios.Video de TikTok de ✖️ Caprimint ✖️ (@caprimint): “Storytime de mi foto con Faker #leagueoflegends #riotgames ...",https://www.tiktok.com/@caprimint/video/7571573466453773575,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtegOu05uslKZIip2jBGVZkg-Juf_3j4mHm2gnDZwiYHdzNahl9JnOTQ&s,,,71.3K+ views · 3 days ago,"Storytime de mi foto con Faker 🫶🏻 #leagueoflegends ... 13.5K me gusta,113 comentarios.Video de TikTok de ✖️ Caprimint ✖️ (@caprimint): “Storytime de mi foto con Faker #leagueoflegends #riotgames ...",,,caprimint,https://www.tiktok.com/@caprimint,7571573466453773575
116,TikTok · Nguyễn Hoàng Vinh,6 ngôi ⭐️ = 6 chiếc cúp thế giới của Faker 🏆 #T1 #cktg2025 ...,"188.2K Lượt thích,906 Bình luận.Video TikTok từ Nguyễn Hoàng Vinh (@hoangvinhhh): ""6 ngôi ⭐️ = 6 chiếc cúp thế giới của Faker #T1 #cktg2025 ...",https://www.tiktok.com/@hoangvinhhh/video/7571024976384445704,https://serpapi.com/searches/6918861619c5f6e24a63dcdd/images/7c6d68d1562c83c21248b4129beb111e065ca587f1f246e1e0833ffde1dbb0b3.jpeg,,,3.8M+ views · 5 days ago,"6 ngôi ⭐️ = 6 chiếc cúp thế giới của Faker 🏆 #T1 #cktg2025 ... 188.2K Lượt thích,906 Bình luận.Video TikTok từ Nguyễn Hoàng Vinh (@hoangvinhhh): ""6 ngôi ⭐️ = 6 chiếc cúp thế giới của Faker #T1 #cktg2025 ...",,,hoangvinhhh,https://www.tiktok.com/@hoangvinhhh,7571024976384445704
117,TikTok · XTV Network,Cộng đồng bùng nổ tranh cãi về SKT T1 Faker và T1 Faker ...,"... Faker và T1 Faker - Phiên bản nào mạnh hơn #LMHT #Faker #T1 #XTVNetwork"".nhạc nền - XTV Network.",https://www.tiktok.com/@xtv.esports/video/7572423705398201620,https://serpapi.com/searches/6918861619c5f6e24a63dcdd/images/7c6d68d1562c83c21248b4129beb111e2d7b995539e3016118e5200a6456512f.jpeg,,,2.9K+ views · 1 day ago,"Cộng đồng bùng nổ tranh cãi về SKT T1 Faker và T1 Faker ... ... Faker và T1 Faker - Phiên bản nào mạnh hơn #LMHT #Faker #T1 #XTVNetwork"".nhạc nền - XTV Network.",,,xtv.esports,https://www.tiktok.com/@xtv.esports,7572423705398201620
118,TikTok · Ratones Clips,Oner singing 🎶 #WORLDS2025 #LEAGUEOFLEGENDS #t1 ...,play piano · faker · t1 · oner sing · league of legend · singing · LoL Worlds 2025 · lol league of legends.,https://www.tiktok.com/@clipratones/video/7572065152254741774,https://serpapi.com/searches/6918861619c5f6e24a63dcdd/images/7c6d68d1562c83c21248b4129beb111e24baf94a84633988e2e35e000e03f0a8.jpeg,,,781.6K+ views · 2 days ago,Oner singing 🎶 #WORLDS2025 #LEAGUEOFLEGENDS #t1 ... play piano · faker · t1 · oner sing · league of legend · singing · LoL Worlds 2025 · lol league of legends.,,,clipratones,https://www.tiktok.com/@clipratones,7572065152254741774
119,TikTok · BrokenLeague,Do you remember when faker got solo bolo by gold 4 brand ...,"14K Likes, 198 Comments. TikTok video from BrokenLeague (@dailyleagu3): “Do you remember when faker got solo bolo by gold 4 brand?",https://www.tiktok.com/@dailyleagu3/video/7541448920346397975,https://serpapi.com/searches/6918861619c5f6e24a63dcdd/images/7c6d68d1562c83c21248b4129beb111e29967ca77c58065e157620ed70c2b338.jpeg,,,437K+ views · 2 months ago,"Do you remember when faker got solo bolo by gold 4 brand ... 14K Likes, 198 Comments. TikTok video from BrokenLeague (@dailyleagu3): “Do you remember when faker got solo bolo by gold 4 brand?",14K,198,dailyleagu3,https://www.tiktok.com/@dailyleagu3,7541448920346397975
120,TikTok · LoL Esports,T1 vs KT: Grand Final Tension at Worlds 2025,... Faker #Gumayusi #Keria #leagueoflegends #lolhighlights #Worlds2023 | clip used is from @LoL Esports |. original sound - Millia✨ | #T1WIN ...,https://www.tiktok.com/@lolesports/video/7570631577991007501,https://serpapi.com/searches/6918861619c5f6e24a63dcdd/images/7c6d68d1562c83c21248b4129beb111eabae6bd90008fc96a7855c4fdfe87091.jpeg,,,3.7M+ views · 6 days ago,T1 vs KT: Grand Final Tension at Worlds 2025 ... Faker #Gumayusi #Keria #leagueoflegends #lolhighlights #Worlds2023 | clip used is from @LoL Esports |. original sound - Millia✨ | #T1WIN ...,,,lolesports,https://www.tiktok.com/@lolesports,7570631577991007501
121,TikTok · Highlighthub,The GOAT#t1 #leagueoflegends #worlds #caedrel #faker,"22 Likes, TikTok video from Highlighthub (@highlighthubb_): “The GOAT#t1 #leagueoflegends #worlds #caedrel #faker”.",https://www.tiktok.com/@highlighthubb_/video/7570825207271738646,https://serpapi.com/searches/6918861619c5f6e24a63dcdd/images/7c6d68d1562c83c21248b4129beb111e45cc9cfa19ab30f9c400e1a7f800f0ef.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcQjaUgOdSqkqMH68W5jfcycXe9lJECkaVLKGg,,3K+ views · 5 days ago,"The GOAT#t1 #leagueoflegends #worlds #caedrel #faker 22 Likes, TikTok video from Highlighthub (@highlighthubb_): “The GOAT#t1 #leagueoflegends #worlds #caedrel #faker”.",22,,highlighthubb_,https://www.tiktok.com/@highlighthubb_,7570825207271738646
122,TikTok · Esports World Cup,‏What’s your rank? 👀 #leagueoflegends #lol #ewc ...,Pro players low elo to faker. It's all perspective. منذ 12سرد. 59. عرض المزيد من الردود (2). Anthony. Faker said I'm not low ranked. I'm ...,https://www.tiktok.com/@ewc_en/video/7572590288397438229,https://serpapi.com/searches/6918861619c5f6e24a63dcdd/images/7c6d68d1562c83c21248b4129beb111e58667d20412ad4b1bf96c612d0df4583.jpeg,,,590K+ views · 23 hours ago,‏What’s your rank? 👀 #leagueoflegends #lol #ewc ... Pro players low elo to faker. It's all perspective. منذ 12سرد. 59. عرض المزيد من الردود (2). Anthony. Faker said I'm not low ranked. I'm ...,,,ewc_en,https://www.tiktok.com/@ewc_en,7572590288397438229
123,TikTok · BrokenLeague,league of legends goat faker's screen in the worlds2025 ...,"127 Likes, TikTok video from BrokenLeague (@dailyleagu3): “league of legends goat faker's screen in the worlds2025 #leagueoflegends ...",https://www.tiktok.com/@dailyleagu3/video/7568573347416542486,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxcw9Iw-jLiJLqL23bw53njVYfwn0VhQ9uzPDnQ5yPR8Zpx_yHt9o6pQ&s,,,2.8K+ views · 1 week ago,"league of legends goat faker's screen in the worlds2025 ... 127 Likes, TikTok video from BrokenLeague (@dailyleagu3): “league of legends goat faker's screen in the worlds2025 #leagueoflegends ...",127,,dailyleagu3,https://www.tiktok.com/@dailyleagu3,7568573347416542486
124,TikTok · Follow For More Worlds Content,Stray Kids Meets Idol Faker: K-Pop Crossover Moments,"42.6K Likes, 141 Comments. TikTok video from t1 enjoyer (@ggitsryan_): “Discover the unforgettable moments when Stray Kids meet their idol ...",https://www.tiktok.com/@ggitsryan_/video/7571819524769582367,,,,348.3K+ views · 3 days ago,"Stray Kids Meets Idol Faker: K-Pop Crossover Moments 42.6K Likes, 141 Comments. TikTok video from t1 enjoyer (@ggitsryan_): “Discover the unforgettable moments when Stray Kids meet their idol ...",42.6K,141,ggitsryan_,https://www.tiktok.com/@ggitsryan_,7571819524769582367
125,TikTok · LetRemCook,Faker: The Unkillable Demon King in League of Legends,"636.1K j'aime,1151 commentaires.Vidéo TikTok de LetRemCook (@letremcook) : « Discover why Faker is known as the Unkillable Demon King in ...",https://www.tiktok.com/@letremcook/video/7570621348930669846,,,Faker,4.5M+ views · 6 days ago,"Faker: The Unkillable Demon King in League of Legends 636.1K j'aime,1151 commentaires.Vidéo TikTok de LetRemCook (@letremcook) : « Discover why Faker is known as the Unkillable Demon King in ...",,,letremcook,https://www.tiktok.com/@letremcook,7570621348930669846
126,TikTok · Caedrel,Faker's Surprise Gift from Caps | League of Legends,"original sound - Caedrel ... These are what old, ancient Arabic numbers look like, and they look very similar to the numbers we used today. The ...",https://www.tiktok.com/@caedrel/video/7289958522949815584,https://serpapi.com/searches/6918861c80c963927ed6fc20/images/3b747305527d9c4ddb0d32c72597ecca49b8c8fe6714cd74420781549131165b.jpeg,,,177.4K+ views · 2 years ago,"Faker's Surprise Gift from Caps | League of Legends original sound - Caedrel ... These are what old, ancient Arabic numbers look like, and they look very similar to the numbers we used today. The ...",,,caedrel,https://www.tiktok.com/@caedrel,7289958522949815584
127,TikTok · Follow For More Worlds Content,Faker Aura Farming: Behind TES at Worlds 2025,"260.1K Likes, 936 Comments. TikTok video from Follow For More Worlds Content (@ggitsryan_): “Experience Faker's legendary aura in action as ...",https://www.tiktok.com/@ggitsryan_/video/7568060348322942238,,,Faker's,3.1M+ views · 1 week ago,"Faker Aura Farming: Behind TES at Worlds 2025 260.1K Likes, 936 Comments. TikTok video from Follow For More Worlds Content (@ggitsryan_): “Experience Faker's legendary aura in action as ...",260.1K,936,ggitsryan_,https://www.tiktok.com/@ggitsryan_,7568060348322942238
128,TikTok · Hotspawn,Faker's Secrets to Managing Pressure in Esports,"144 Likes, TikTok video from Hotspawn (@hotspawnesports): “Discover how Faker deals with pressure in esports and maintains top performance.",https://www.tiktok.com/@hotspawnesports/video/7528466581400096022,https://serpapi.com/searches/6918861c80c963927ed6fc20/images/3b747305527d9c4ddb0d32c72597ecca3980497490dd2537aaa393d6f506b0db.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcReLuv4u9Q-zd28_axr6lJ2emt8-nG_mU75sg,,2.6K+ views · 4 months ago,"Faker's Secrets to Managing Pressure in Esports 144 Likes, TikTok video from Hotspawn (@hotspawnesports): “Discover how Faker deals with pressure in esports and maintains top performance.",144,,hotspawnesports,https://www.tiktok.com/@hotspawnesports,7528466581400096022
129,TikTok · ShyKnock,Faker's Benchings: Lessons in League of Legends,"community's nickname is for Bangi? It is the jungle himself. So when you talk about the jungle himself, it is bangy. Also stuff like the right ...",https://www.tiktok.com/@shyknocklol/video/7463619410259922218,https://serpapi.com/searches/6918861c80c963927ed6fc20/images/3b747305527d9c4ddb0d32c72597eccad8fb1af65189cbb3911eeb0bd763a253.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcSU22AUWTe9l4NpK9b70xR8ywjvSgF-lBVf_Q,,79.8K+ views · 9 months ago,"Faker's Benchings: Lessons in League of Legends community's nickname is for Bangi? It is the jungle himself. So when you talk about the jungle himself, it is bangy. Also stuff like the right ...",,,shyknocklol,https://www.tiktok.com/@shyknocklol,7463619410259922218
131,TikTok · Caedrel,Faker's COVID-19 Positive Test: Update on T1's Star Player,Support our team as Faker focuses on recovery. This information is AI generated and may return results that are not relevant. It does not ...,https://www.tiktok.com/@caedrel/video/7399808853954579745,https://serpapi.com/searches/6918861c80c963927ed6fc20/images/3b747305527d9c4ddb0d32c72597ecca9538905d6e5f88db374ead5756f19516.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcTLbgcM3gElNbDcYxcxfuWUla89rICv6ju-Gg,,416.3K+ views · 1 year ago,Faker's COVID-19 Positive Test: Update on T1's Star Player Support our team as Faker focuses on recovery. This information is AI generated and may return results that are not relevant. It does not ...,,,caedrel,https://www.tiktok.com/@caedrel,7399808853954579745
